Accession	Taxid	Species_NCBI	Species_ICTV	Segment	Sequence_Type	Category	Topology	Molecule_type	Molecule_Type2	Length	Nuc_Completeness	GenBank_Title	Geo_Location	USA	Host	Isolation_Source	Collection_Date	Release_Date	NCBI_Status	Virus name(s)	VMR_Species	VMR_Family	VMR_Genus	Virus GENBANK accession	Genome coverage
MH780154.1	568804	Tomato necrotic spot virus	Ilarvirus ToNSV	RNA 1	GenBank/ICTV	Segmented_Complete	linear	ssRNA(+)	RNA	3519	complete	Tomato necrotic spot virus isolate Indiana segment RNA 1, complete sequence	USA: IN	IN	Solanum lycopersicum		2017-07	2018-10-28		tomato necrotic spot virus	Ilarvirus ToNSV	Bromoviridae	Ilarvirus	MH780154; MH780155; MH780156	Complete genome
MH780155.1	568804	Tomato necrotic spot virus	Ilarvirus ToNSV	RNA 2	GenBank/ICTV	Segmented_Complete	linear	ssRNA(+)	RNA	2903	complete	Tomato necrotic spot virus isolate Indiana segment RNA 2, complete sequence	USA: IN	IN	Solanum lycopersicum		2017-07	2018-10-28		tomato necrotic spot virus	Ilarvirus ToNSV	Bromoviridae	Ilarvirus	MH780154; MH780155; MH780156	Complete genome
MH780156.1	568804	Tomato necrotic spot virus	Ilarvirus ToNSV	RNA 3	GenBank/ICTV	Segmented_Complete	linear	ssRNA(+)	RNA	2290	complete	Tomato necrotic spot virus isolate Indiana segment RNA 3, complete sequence	USA: IN	IN	Solanum lycopersicum		2017-07	2018-10-28		tomato necrotic spot virus	Ilarvirus ToNSV	Bromoviridae	Ilarvirus	MH780154; MH780155; MH780156	Complete genome
MH379641.1	375009	East African cassava mosaic virus (Uganda variant)	Begomovirus manihotisafricaense	DNA-B	GenBank	Segmented_Complete	linear	ssDNA(+/-)	DNA	2774	partial	East African cassava mosaic virus (Uganda variant) isolate EACMV-UG_2S-R segment DNA-B, complete sequence	Kenya		Markhamia zanzibarica	plant leaf	2017-05-15	2018-06-27		East African cassava mosaic virus-Malawi		Geminiviridae	Begomovirus		
MF409174.1	163655	Hollyhock leaf curl virus	Begomovirus alceae	DNA-A	GenBank	Segmented_Complete	circular	ssDNA(+/-)	DNA	2754	complete	Hollyhock leaf curl virus isolate J46V segment DNA-A, complete sequence	Pakistan: Lahore		Malvastrum coromandelianum	plant leaf	2012-07-11	2018-06-25		hollyhock leaf curl virus		Geminiviridae	Begomovirus		
MF372751.1	222475	Malvastrum yellow vein virus	Begomovirus malvatrumvenae	DNA-A	GenBank	Segmented_Complete	circular	ssDNA(+/-)	ss-DNA	2736	complete	Malvastrum yellow vein virus isolate GX175 segment DNA-A, complete sequence	China: Guangxi, Nanning		Malvastrum coromandelianum		2015-11-16	2018-05-23		Malvastrum yellow vein virus-A		Geminiviridae	Begomovirus		
MF372752.1	290030	Malvastrum yellow vein Yunnan virus	Begomovirus malvastrumyunnanense	DNA-A	GenBank	Segmented_Complete	circular	ssDNA(+/-)	ss-DNA	2747	complete	Malvastrum yellow vein Yunnan virus isolate GX125-2 segment DNA-A, complete sequence	China: Guangxi, Nanning		Malvastrum coromandelianum		2015-11-16	2018-05-23		Malvastrum yellow vein Yunnan virus		Geminiviridae	Begomovirus		
MG800789.1	2171525	Peanut virus C	Peanut virus C	RNA1	GenBank	Segmented_Complete	linear	ssRNA(+)	RNA	3474	complete	Peanut virus C isolate US2397 segment RNA1, complete sequence	South Korea		Arachis hypogaea		2016-07-25	2018-04-26							
MG800790.1	2171525	Peanut virus C	Peanut virus C	RNA2	GenBank	Segmented_Complete	linear	ssRNA(+)	RNA	2925	complete	Peanut virus C isolate US2397 segment RNA2, complete sequence	South Korea		Arachis hypogaea		2016-07-25	2018-04-26							
MG800791.1	2171525	Peanut virus C	Peanut virus C	RNA3	GenBank	Segmented_Complete	linear	ssRNA(+)	RNA	2160	complete	Peanut virus C isolate US2397 segment RNA3, complete sequence	South Korea		Arachis hypogaea		2016-07-25	2018-04-26							
MH024838.1	12196	Bean common mosaic virus	Potyvirus phaseovulgaris	Pathogroup I	GenBank	Segmented_Complete	linear	ssRNA(+)	RNA	10054	complete	Bean common mosaic virus isolate PG1, complete genome	USA: California	CA	Phaseolus vulgaris		2015-08-01	2018-04-22		bean common mosaic virus		Potyviridae	Potyvirus		
MH024842.1	12196	Bean common mosaic virus	Potyvirus phaseovulgaris	Pathogroup IV	GenBank	Segmented_Complete	linear	ssRNA(+)	RNA	10054	complete	Bean common mosaic virus isolate 3915, complete genome	USA: Oregon	OR	Phaseolus vulgaris		2012-08-01	2018-04-22		bean common mosaic virus		Potyviridae	Potyvirus		
MH024843.1	12196	Bean common mosaic virus	Potyvirus phaseovulgaris	Pathogroup VI	GenBank	Segmented_Complete	linear	ssRNA(+)	RNA	10002	complete	Bean common mosaic virus isolate RU1-CA, complete genome	USA: California	CA	Phaseolus vulgaris		2015-08-01	2018-04-22		bean common mosaic virus		Potyviridae	Potyvirus		
MF926434.1	2161882	Coconut foliar decay alphasatellite R	Coconut foliar decay alphasatellite R		GenBank/ICTV	Segmented_Complete	circular	ssDNA	ss-DNA	1271	complete	Coconut foliar decay alphasatellite R isolate CFDAR-[VU-89], complete sequence	Vanuatu		Cocos nucifera	plant leaf	1989	2018-04-15		coconut foliar decay virus	Cofodevirus kokonas	Metaxyviridae	Cofodevirus	DNA-S.1: MF926436; DNA-S.2: MF926439; DNA-gamma: MF926441; DNA-R: MF926434	Complete genome
MF926436.1	12474	Coconut foliar decay virus	Cofodevirus kokonas	DNA-S.1	GenBank/ICTV	Segmented_Complete	circular	ssDNA(+)	ss-DNA	1286	complete	Coconut foliar decay virus isolate CFDV-[VU-89] segment DNA-S.1, complete sequence	Vanuatu		Cocos nucifera		1989	2018-04-15		coconut foliar decay virus	Cofodevirus kokonas	Metaxyviridae	Cofodevirus	DNA-S.1: MF926436; DNA-S.2: MF926439; DNA-gamma: MF926441; DNA-R: MF926434	Complete genome
MF926439.1	12474	Coconut foliar decay virus	Cofodevirus kokonas	DNA-S.2	GenBank/ICTV	Segmented_Complete	circular	ssDNA(+)	ss-DNA	1263	complete	Coconut foliar decay virus isolate CFDV-[VU-89] segment DNA-S.2, complete sequence	Vanuatu		Cocos nucifera	plant leaf	1989	2018-04-15		coconut foliar decay virus	Cofodevirus kokonas	Metaxyviridae	Cofodevirus	DNA-S.1: MF926436; DNA-S.2: MF926439; DNA-gamma: MF926441; DNA-R: MF926434	Complete genome
MF926441.1	12474	Coconut foliar decay virus	Cofodevirus kokonas	DNA-gamma	GenBank/ICTV	Segmented_Complete	circular	ssDNA(+)	ss-DNA	641	complete	Coconut foliar decay virus isolate CFDV-[VU-89] segment DNA-gamma, complete sequence	Vanuatu		Cocos nucifera	plant leaf	1989	2018-04-15		coconut foliar decay virus	Cofodevirus kokonas	Metaxyviridae	Cofodevirus	DNA-S.1: MF926436; DNA-S.2: MF926439; DNA-gamma: MF926441; DNA-R: MF926434	Complete genome
MF918568.1	2848052	red clover associated varicosavirus	Varicosavirus trifolii	RNA1	GenBank/ICTV	Segmented_Complete	linear	ssRNA(-)	cRNA	6320	complete	Red clover associated varicosavirus isolate HZ2 segment RNA1, complete sequence	Czech Republic		Trifolium pratense		2016-11	2018-04-11		red clover-associated varicosavirus	Varicosavirus trifolii	Rhabdoviridae	Varicosavirus	RNA1: MF918568; RNA2: MF918569	Complete genome
MF918569.1	2848052	red clover associated varicosavirus	Varicosavirus trifolii	RNA2	GenBank/ICTV	Segmented_Complete	linear	ssRNA(-)	cRNA	4026	complete	Red clover associated varicosavirus isolate HZ2 segment RNA2, complete sequence	Czech Republic		Trifolium pratense		2016-11	2018-04-11		red clover-associated varicosavirus	Varicosavirus trifolii	Rhabdoviridae	Varicosavirus	RNA1: MF918568; RNA2: MF918569	Complete genome
MF319552.1	1401449	Ramie yellow mosaic virus	Ramie yellow mosaic virus	B	GenBank	Segmented_Complete	circular	ssDNA(+/-)	ss-DNA	2673	complete	Ramie yellow mosaic virus isolate 4819-4 segment B, complete sequence	China:Xishuangbanna		Boehmeria leiophylla		2015-01-28	2018-04-02							
KY971533.1	2126804	Boerhavia golden mosaic virus	Boerhavia golden mosaic virus	DNA-A	GenBank	Segmented_Complete	circular	ssDNA(+/-)	DNA	2600	complete	Boerhavia golden mosaic virus isolate DO/Azua/B1/2012 segment DNA-A, complete sequence	Dominican Republic		Boerhavia		2012-03-12	2018-03-25							
KY971534.1	2126804	Boerhavia golden mosaic virus	Boerhavia golden mosaic virus	DNA-B	GenBank	Segmented_Complete	circular	ssDNA(+/-)	DNA	2575	complete	Boerhavia golden mosaic virus isolate DO/Azua/B1/2012 segment DNA-B, complete sequence	Dominican Republic		Boerhavia		2012-03-12	2018-03-25							
KY420138.1	340896	Chilli leaf curl virus-[Pakistan]	Begomovirus chillicapsici	DNA-A	GenBank	Segmented_Complete	circular	ssDNA(+/-)	DNA	2756	complete	Chilli leaf curl virus-[Pakistan] isolate SZ86 segment DNA-A, complete sequence	Pakistan		Gossypium hirsutum	plant leaf	2015-06	2018-02-03		chilli leaf curl virus-Khanewal		Geminiviridae	Begomovirus		
KY420142.1	2023344	Tomato leaf curl virus - Bangalore	Begomovirus solanumaustraliaense	DNA-A	GenBank	Segmented_Complete	circular	ssDNA(+/-)	DNA	2760	complete	Tomato leaf curl virus - Bangalore isolate SZ73 segment DNA-A, complete sequence	Pakistan: NIAB FSD		Gossypium hirsutum	plant leaf	2015-06	2018-02-03		tomato leaf curl virus-Tomato		Geminiviridae	Begomovirus		
KY420143.1	2023345	Cotton leaf curl Multan virus - Pakistan	Begomovirus gossypimultanense	DNA-A	GenBank	Segmented_Complete	circular	ssDNA(+/-)	DNA	2737	complete	UNVERIFIED: Cotton leaf curl Multan virus - Pakistan isolate SZ 72 segment DNA-A, complete sequence	Pakistan: NIAB, FSD		Gossypium hirsutum	plant leaf	2015-06	2018-02-03		cotton leaf curl Multan virus-Pakistan		Geminiviridae	Begomovirus		
KY420145.1	1762015	Cotton leaf curl Kokhran virus - Burewala	Begomovirus gossypikokranense	DNA-A	GenBank	Segmented_Complete	circular	ssDNA(+/-)	DNA	2759	complete	Cotton leaf curl Kokhran virus - Burewala isolate SZ 1 segment DNA-A, complete sequence	Pakistan: NIAB, Fsd		Gossypium hirsutum	plant leaf	2015-06	2018-02-03		cotton leaf curl Kokhran virus-Kokhran		Geminiviridae	Begomovirus		
MG253805.1	2054415	Hibiscus-infecting cilevirus	Cilevirus colombiaense	RNA1	GenBank	Segmented_Complete	linear	ssRNA(+)	RNA	8725	partial	Hibiscus-infecting cilevirus isolate HiCV segment RNA1, complete sequence	USA		Hibiscus rosa-sinensis	plant leaf	2016-08-01	2017-11-25		Citrus leprosis virus C2		Kitaviridae	Cilevirus		
LC332542.1	1080798	Soybean yellow common mosaic virus	Sobemovirus SYCMV	1	GenBank	Segmented_Complete	linear	ssRNA(+)	RNA	4152	complete	Soybean yellow common mosaic virus MAFF 307035 genomic RNA, nearly complete genome	Japan		Glycine max		1984	2017-11-02		soybean yellow common mosaic virus		Solemoviridae	Sobemovirus		
KY867750.1	3118659	peach leaf pitting-associated virus A	Fabavirus persicae	RNA1	GenBank/ICTV	Segmented_Complete	linear	ssRNA(+)	RNA	6357	complete	Peach leaf pitting-associated virus A isolate XJ-6 segment RNA1, complete sequence	China		Prunus persica		2013-05	2017-09-26		peach leaf pitting-associated virus A	Fabavirus persicae	Secoviridae	Fabavirus	RNA1: KY867750; RNA2: KY867751	Complete genome
KY867751.1	3118659	peach leaf pitting-associated virus A	Fabavirus persicae	RNA2	GenBank/ICTV	Segmented_Complete	linear	ssRNA(+)	RNA	3861	complete	Peach leaf pitting-associated virus A isolate XJ-6 segment RNA2, complete sequence	China		Prunus persica		2013-05	2017-09-26		peach leaf pitting-associated virus A	Fabavirus persicae	Secoviridae	Fabavirus	RNA1: KY867750; RNA2: KY867751	Complete genome
KX951455.1	1296572	Tomato leaf curl New Delhi virus-[potato]	Begomovirus solanumdelhiense	DNA-A	GenBank	Segmented_Complete	circular	ssDNA(+/-)	DNA	2739	complete	Tomato leaf curl New Delhi virus-[potato] isolate KAN-6 segment DNA-A, complete sequence	India: Uttar Pradesh, Kanpur		Solanum tuberosum		2014	2017-09-25		tomato leaf curl New Delhi virus		Geminiviridae	Begomovirus		
KX951456.1	1296572	Tomato leaf curl New Delhi virus-[potato]	Begomovirus solanumdelhiense	DNA-B	GenBank	Segmented_Complete	circular	ssDNA(+/-)	DNA	2693	complete	Tomato leaf curl New Delhi virus-[potato] isolate KAN-6 segment DNA-B, complete sequence	India: Uttar Pradesh, Kanpur		Solanum tuberosum		2014	2017-09-25		tomato leaf curl New Delhi virus		Geminiviridae	Begomovirus		
LN886661.1	269305	Tomato leaf curl Gujarat virus - [Nepal]	Begomovirus solanumgujaratense	DNA-A	GenBank	Segmented_Complete	circular	ssDNA(+/-)	DNA	2757	complete	Tomato leaf curl Gujarat virus complete genome, clone RM289	Pakistan:Punjab		Solanum lycopersicum	plant leaf	2014	2017-09-12		tomato leaf curl Gujarat virus		Geminiviridae	Begomovirus		
KX831454.1	28350	Tomato leaf curl virus	Begomovirus solanumaustraliaense	A	GenBank	Segmented_Complete	circular	ssDNA(+/-)	DNA	2756	complete	Tomato leaf curl virus isolate STS-Ob-1 segment A, complete sequence	India: Lucknow		Ocimum basilicum	plant leaf	2015-02	2017-09-05		tomato leaf curl virus-Tomato		Geminiviridae	Begomovirus		
KX513859.1	3426947	Begomovirus sidaflavitessellati	Begomovirus sidaflavitessellati	DNA-A	GenBank/ICTV	Segmented_Complete	circular	ssDNA(+/-)	DNA	2749	complete	Begomovirus sidaflavitessellati isolate India-Gandhinagar-2016 clone pSiH10, complete genome	India: Gujarat, Gandhinagar		Sida	plant leaf	2016	2017-08-01		Sida yellow mosaic Gujarat virus	Begomovirus sidaflavitessellati	Geminiviridae	Begomovirus	DNA-A: KX513859	Complete genome
KX513862.1	1297645	Corchorus yellow vein mosaic virus	Begomovirus corchomusivi	DNA-A	GenBank	Segmented_Complete	circular	ssDNA(+/-)	DNA	2742	complete	Corchorus yellow vein mosaic virus isolate India-Gandhinagar-Datura-2016 clone pDatB2, complete genome	India: Gujarat, Gandhinagar		Datura	plant leaf	2016	2017-08-01		Corchorus yellow vein mosaic virus		Geminiviridae	Begomovirus		
LC311883.1	12894	Peach latent mosaic viroid	Pelamoviroid latenspruni	6	GenBank	Segmented_Complete	circular	ssRNA	RNA	350	complete	Peach latent mosaic viroid genomic RNA, complete genome, strain: PC-K1	South Korea		Prunus persica		2016-09	2017-07-28		peach latent mosaic viroid		Avsunviroidae	Pelamoviroid		
LN864815.1	1665373	Cathranthus yellow vein mosaic virus	Begomovirus catharanthi	DNA A	GenBank	Segmented_Complete	circular	ssDNA(+/-)	DNA	2752	complete	Cathranthus yellow vein mosaic virus, segment DNA A, isolate ZF-16	Pakistan:Faisalabad		Carica papaya	plant leaf	2009	2017-07-22		Catharanthus yellow mosaic virus		Geminiviridae	Begomovirus		
LN864816.1	1504733	Papaya leaf curl Faisalabad virus	Papaya leaf curl Faisalabad virus	DNA A	GenBank	Segmented_Complete	circular	unknown	DNA	2750	complete	Papaya leaf curl Faisalabad virus, segment DNA A, isolate ZF-19	Pakistan:Faisalabad		Carica papaya	plant leaf	2009	2017-07-22							
LC276941.1	12895	Apscaviroid cicatricimali	Apscaviroid cicatricimali	6	GenBank	Segmented_Complete	circular	ssRNA	RNA	331	complete	Apple scar skin viroid genomic RNA, complete genome, strain: AKO-1	South Korea		Malus domestica		2016-10	2017-06-16		apple scar skin viroid		Pospiviroidae	Apscaviroid		
KX656802.1	674996	Cotton leaf curl Shahdadpur virus	Cotton leaf curl Shahdadpur virus	DNA-A	GenBank	Segmented_Complete	circular	ssDNA(+/-)	DNA	2748	complete	Cotton leaf curl Shahdadpur virus clone MZ-11, complete genome	Pakistan: Vehari-Punjab		Gossypium hirsutum	plant leaf	2015-07-10	2017-05-23							
KX656805.1	223259	Cotton leaf curl Rajasthan virus	Cotton leaf curl Rajasthan virus	DNA-A	GenBank	Segmented_Complete	circular	ssDNA(+/-)	DNA	2737	complete	Cotton leaf curl Rajasthan virus clone MZ-2, complete genome	Pakistan: Vehari-Punjab		Gossypium hirsutum	plant leaf	2015-07-10	2017-05-23							
KX656816.1	306025	Cotton leaf curl Multan betasatellite	Betasatellite gossypimultanense	DNA-A	GenBank	Segmented_Complete	circular	ssDNA	DNA	1337	complete	Cotton leaf curl Multan betasatellite clone MZ-77, complete genome	Pakistan: Vehari-Punjab		Gossypium hirsutum	plant leaf	2015-07-10	2017-05-23		cotton leaf curl Multan betasatellite		Tolecusatellitidae	Betasatellite		
KX656843.1	1048668	Cotton leaf curl Multan alphasatellite	Colecusatellite gossypimultanense	DNA-A	GenBank	Segmented_Complete	circular	ssDNA	DNA	1368	complete	Cotton leaf curl Multan alphasatellite clone MZ-62, complete genome	Pakistan: Vehari-Punjab		Gossypium hirsutum	plant leaf	2015-07-10	2017-05-23		cotton leaf curl Multan colecusatellite		Alphasatellitidae	Colecusatellite		
KX656850.1	1705092	Ageratum conyzoides symptomless alphasatellite	Ageratum conyzoides symptomless alphasatellite	DNA-A	GenBank	Segmented_Complete	circular	ssDNA	DNA	1361	complete	Ageratum conyzoides symptomless alphasatellite clone MZ-40, complete genome	Pakistan: Vehari-Punjab		Gossypium hirsutum	plant leaf	2015-07-10	2017-05-23							
KY056657.1	3070201	blackberry leaf mottle-associated virus	Emaravirus rubi		GenBank/ICTV	Segmented_Complete	linear	ssRNA(-)	ss-RNA	7050	partial	Blackberry leaf mottle-associated virus isolate Arkansas RNA-dependent RNA polymerase (P1) gene, complete cds	USA		Rubus			2017-04-14		blackberry leaf mottle-associated virus	Emaravirus rubi	Fimoviridae	Emaravirus	RNA1: KY056657; RNA2: KY056658; RNA3: KY056659; RNA4: KY056660; RNA5: KY056661	Complete genome
KX302707.1	620894	Cotton leaf curl Burewala virus	Cotton leaf curl Burewala virus	A	GenBank	Segmented_Complete	circular	ssDNA(+/-)	DNA	2758	complete	Cotton leaf curl Burewala virus isolate Guntur clone LK_2N segment A, complete sequence	India		Carica papaya	plant leaf	2011-04	2017-03-06							
KX302708.1	928315	Papaya leaf crumple virus	Begomovirus papayae	A	GenBank	Segmented_Complete	circular	ssDNA(+/-)	DNA	2736	complete	Papaya leaf crumple virus isolate Mohali clone 3B2_2 segment A, complete sequence	India		Carica papaya		2012-07	2017-03-06		papaya leaf crumple virus		Geminiviridae	Begomovirus		
KX290924.1	180526	Tobacco curly shoot virus	Begomovirus nicotianae	A	GenBank	Segmented_Complete	circular	ssDNA(+/-)	DNA	2742	complete	Tobacco curly shoot virus segment A, complete sequence	China: Yunnan		Solanum lycopersicum		2012-02-16	2017-02-12		tobacco curly shoot virus		Geminiviridae	Begomovirus		
KX259336.1	1914953	Chayote enation yellow mosaic virus	Chayote enation yellow mosaic virus	DNA A	GenBank	Segmented_Complete	linear	ssDNA(+/-)	DNA	2736	complete	Chayote enation yellow mosaic virus isolate AD1 segment DNA A, complete sequence	India: Tamil Nadu, Adalur		Sicyos edulis	plant leaf	2015-09-15	2016-12-04							
KX259340.1	1914953	Chayote enation yellow mosaic virus	Chayote enation yellow mosaic virus	DNA B	GenBank	Segmented_Complete	circular	ssDNA(+/-)	DNA	2685	complete	Chayote enation yellow mosaic virus isolate AD1 segment DNA B, complete sequence	India: Tamil Nadu, Adalur.		Sicyos edulis	plant leaf	2015-09-15	2016-12-04							
KU933675.1	1917168	Tomato leaf Curl Patna virus-[Bangladesh:Jamalpur:2014]	Begomovirus solanumpatnaense	DNA-A	GenBank	Segmented_Complete	circular	ssDNA(+/-)	DNA	2744	complete	Tomato leaf Curl Patna virus-[Bangladesh:Jamalpur:2014] isolate ToLCV-JB segment DNA-A, complete sequence	Bangladesh: Joydebpur		Solanum lycopersicum		2014-01-12	2016-10-11		tomato leaf curl Patna virus		Geminiviridae	Begomovirus		
KU232891.1	1890423	Tomato yellow leaf distortion virus - Sidastrum	Begomovirus solanumflavuscontorsionis	DNA-A	GenBank	Segmented_Complete	circular	ssDNA(+/-)	DNA	2618	complete	Tomato yellow leaf distortion virus - Sidastrum isolate 603 segment DNA-A, complete sequence	Cuba		Sidastrum micranthum		2011-12	2016-08-22		tomato yellow leaf distortion virus		Geminiviridae	Begomovirus		
KU232892.1	1890423	Tomato yellow leaf distortion virus - Sidastrum	Begomovirus solanumflavuscontorsionis	DNA-B	GenBank	Segmented_Complete	circular	ssDNA(+/-)	DNA	2584	complete	Tomato yellow leaf distortion virus - Sidastrum isolate 603 segment DNA-B, complete sequence	Cuba		Sidastrum micranthum		2011-12	2016-08-22		tomato yellow leaf distortion virus		Geminiviridae	Begomovirus		
KU569586.1	1881631	Eggplant golden mosaic virus	Eggplant golden mosaic virus	DNA-A	GenBank	Segmented_Complete	circular	ssDNA(+/-)	DNA	2742	complete	Eggplant golden mosaic virus isolate TH12WE12 segment DNA-A, complete sequence	Thailand		Solanum melongena		2012	2016-07-30							
KU522486.1	1401449	Ramie yellow mosaic virus	Ramie yellow mosaic virus	DNA-A	GenBank	Segmented_Complete	circular	ssDNA(+/-)	DNA	2759	complete	Ramie yellow mosaic virus isolate 4819-10 segment DNA-A, complete sequence	China		Boehmeria		2015-01-28	2016-07-24							
KU896858.1	1871267	Rose partitivirus	Rose partitivirus	dsRNA1	GenBank	Segmented_Complete	linear	dsRNA	RNA	1937	complete	Rose partitivirus isolate PB segment dsRNA1, complete sequence	Canada		Rosa		2013	2016-07-12							
